athlete_id,name,rank,region,longitude,latitude,age,height,weight,run400,run5k,fran,candj,snatch,deadlift,backsq,pullups,coach,certification,multiple,howlong
37446,LucasParker,14,Canada West (British Columbia),-125.9066,49.153,25,68,185,60,1220,143,345,291,485,490,48,0,0,1,2
8498,TimDymmel,7,Northern California (Palo Alto),-122.143,37.4419,39,70,190,60,1291,144,303,245,447,415,65,1,1,1,2
245625,WillZerlang,16,Northern California ,-120.8958,38.8375,34,70,187,75,1286,144,295,245,455,425,52,0,1,1,2
8551,TravisWilliams,19,South Central (Texas),-99.9018,31.9686,22,69,205,62,1255,144,355,280,550,475,50,1,1,1,2
35627,BenSmith,1,South Central (key west Florida),-81.7842,24.5554,23,71,195,55,1198,145,335,300,540,480,56,0,0,0,0
3804,JeffreyPrejean,3,South Central (Alexandria),-92.4451,31.3113,40,74,208,58,1190,145,285,215,500,390,70,1,1,1,2
567634,BrianCampbell,6,North East (Massachusetts),-71.3824,42.4072,36,71,185,71,1310,145,255,195,405,315,63,1,0,0,0
79826,LuisPerez,13,Mexico,-102.5528,23.6345,29,70,172,58,1190,145,285,215,495,385,50,1,1,1,2
104297,RoyGamboa,22,South Central (Maine),-69.4455,45.2538,27,68,200,56,1285,145,365,310,525,465,50,0,0,1,2
2829,PeterKazanas,8,South East (Miami),-80.1918,25.7617,39,70,182,74,1242,146,300,225,500,405,61,0,1,1,2
110885,RichardBohlken,16,South Central (Texas),-99.9018,31.9686,26,71,197,62,1253,146,335,270,530,425,55,1,0,0,0
148948,ElijahMuhammad,16,Central East (Michigan),-85.6024,44.3148,26,72,200,63,1220,146,350,295,565,475,57,0,1,1,2
6130,EamonCoyne,17,North East (New Jersey),-74.4057,40.0583,34,67,175,63,1230,146,320,245,505,435,47,1,1,1,2
134911,GeorgeSanchez,21,North West (Oregon),-120.5542,43.8041,23,73,209,58,1400,146,305,215,525,405,55,1,0,1,2
45148,Albert-DominicLarouche,12,Canada East (Quebec),-69.536,47.836,24,70,195,58,1290,147,335,265,545,435,60,1,1,1,2
18511,FrederikAegidius,15,Denmark,9.5018,56.2639,27,69,192,67,1240,147,287,220,441,397,50,0,1,1,2
97091,DakotaRager,22,Northern California (Palo Alto),-122.143,37.4419,23,64,169,64,1300,147,320,245,450,415,56,0,0,1,2
149486,MatthewSwift,1,Australia,133.7751,-25.2744,45,70,187,65,1171,148,320,254,496,419,70,1,1,1,2
122511,MikeKern,2,North East (Long Island),-73.6343,40.7268,38,71,187,60,1185,148,290,235,488,390,80,0,1,1,2
15451,DavidCornthwaite,14,North Central (Illinois),-89.3985,40.6331,33,68,200,57,1280,148,355,295,475,450,56,1,1,1,2
4820,JeromePerryman,2,North West (Portland),-122.6784,45.5152,41,75,220,58,1185,149,315,275,621,445,88,0,0,0,0
477393,KarlDyall,3,Sweden,18.6435,60.1282,48,70,185,62,1187,149,298,220,494,386,83,1,1,0,0
10230,JasonKelly,9,South West (Colorado),-105.7821,39.5501,37,72,185,61,1238,149,305,242,535,465,60,0,1,0,0
205737,BradleyAlcock,13,North West (Washington),-120.7401,47.7511,32,67,174,48,1281,149,260,200,420,375,65,0,0,1,2
3767,MichaelMoseley,1,South West (Arizona),-111.0937,34.0489,41,68,193,59,1183,150,275,220,455,395,78,0,1,1,2
13305,JohnLynch,2,North East (Connecticut),-72.6506,41.5623,42,71,205,66,1260,150,275,205,475,415,70,0,0,1,2
2586,LukasEsslinger,17,Germany,10.4515,51.1657,22,71,203,65,1120,150,320,275,561,455,65,0,1,1,2
2586,LukasEsslinger,21,Germany,10.4515,51.1657,22,71,203,65,1280,150,320,275,561,455,50,0,1,1,2
22210,ZakCarchedi,23,North Central (North Dakota),-101.002,47.5515,21,69,180,64,1400,150,350,285,515,475,45,0,1,1,2
15700,JustinLaSala,2,North East (New Jersey),-74.4057,40.0583,40,67,185,63,1299,151,265,210,415,385,70,0,1,1,2
310815,ErwinvanBeek,4,Netherlands,5.2913,52.1326,42,70,190,60,1193,151,276,220,551,463,66,0,1,0,0
163525,HeathMoody,7,South Central (Texas),-99.9018,31.9686,36,73,216,59,1288,151,335,252,515,410,68,0,0,0,0
24156,IainMaclean,10,Canada West (saskatchewan),-106.6702,52.1579,37,70,196,56,1252,151,280,235,485,375,61,1,0,0,0
83656,JustinAllen,17,North Central (Oklahoma),-97.0929,35.0078,28,72,210,60,1272,151,350,285,525,465,60,1,1,1,2
44445,ZekeGrove,30,Australia,133.7751,-25.2744,26,67,182,62,1400,151,348,275,517,440,46,1,0,1,2
174336,JerryHill,1,Mid Atlantic (Virginia),-78.6569,37.4316,48,67,165,64,1168,152,255,200,455,385,80,0,0,1,2
235586,JoeAmes,1,North East (Massachusetts),-71.3824,42.4072,50,73,195,60,1137,175,255,200,445,325,65,1,0,0,0
15590,ThomasHyland,10,Southern California (Los Angeles),-118.2437,34.0522,39,67,185,67,1268,152,325,255,565,440,62,1,1,1,2
41217,GaryHelmick,27,Mid Atlantic (Maryland),-76.6413,39.0458,27,70,180,65,1400,152,310,245,525,420,50,0,1,1,2
175079,PeteShaw,29,Canada East (Ottawa),-75.6972,45.4215,25,73,215,61,1307,152,302,235,485,385,53,1,1,1,2
3550,MattHathcock,29,South West (Colorado),-105.7821,39.5501,29,69,200,68,1418,152,315,245,495,395,50,0,1,0,0
142214,AlanBates,4,Northern California (Sacramento),-121.4944,38.5816,44,71,200,61,1200,153,285,245,470,425,63,0,1,1,2
96007,ChristopherBourke,9,United Arab Emirates,53.8478,23.4241,41,69,204,60,1200,153,301,246,535,450,68,0,1,1,2
3437,DarrenEllis,12,Australia,133.7751,-25.2744,39,69,174,65,1263,153,254,220,408,342,69,0,1,1,2
21639,LandonBrazell,17,South East (Alabama),-86.9023,32.3182,32,72,200,58,1266,153,345,235,515,455,55,0,1,1,2
71907,ElliotSimmonds,19,United Kingdom,-3.436,55.3781,21,72,185,67,1302,153,330,275,500,420,50,0,1,1,2
2901,PhilHesketh,29,United Kingdom,-3.436,55.3781,24,71,209,68,1432,153,335,295,575,500,40,0,1,1,2
556527,BrandonSwan,30,Australia,133.7751,-25.2744,23,69,185,58,1492,153,331,276,551,441,50,1,1,1,2
13862,NathanLoren,3,North West (Washington),-122.6739,45.628,42,72,188,59,1189,154,260,215,500,400,70,0,1,0,0
419346,RonOrtiz,1,South East (Florida),-81.5158,27.6648,49,75,219,85,1115,155,285,230,405,390,70,1,0,1,2
9069,RobbieDavis,5,South West (Florida),-80.3582,27.273,44,70,185,70,1222,155,270,210,475,385,60,1,1,1,2
165705,TonyKurz,8,Mid Atlantic (Virginia),-78.6569,37.4316,36,70,209,69,1240,156,278,222,484,440,60,0,1,1,2
200419,RoyceDunne,16,Australia,133.7751,-25.2744,24,72,216,63,1210,157,365,308,600,496,50,0,0,1,2
7472,BrentMaier,2,South West (Colorado spring),-104.8214,38.8339,43,74,204,58,1254,158,305,255,515,415,66,1,0,0,0
28567,KeithChrisman,5,North West (Montana),-110.3626,46.8797,41,72,205,67,1208,158,305,232,482,425,67,1,0,1,2
21320,ChadMelton,25,Southern California,-116.4194,34.9592,25,68,205,65,1410,158,345,285,535,460,55,1,0,1,2
5232,DanielTyminski,31,North East (New York),-74.2179,43.2994,28,69,195,55,1400,158,340,290,525,425,45,0,1,1,2
249886,BrandonLuckett,23,South Central (Texas),-99.9018,31.9686,20,73,197,58,1214,159,305,235,405,340,50,1,0,1,2
466445,JasonCarroll,28,Southern California,-116.4194,34.9592,25,70,180,57,1441,159,323,252,565,450,46,0,0,1,2
1691,StevenFawcett,26,United Kingdom,-3.436,55.3781,26,68,176,59,1390,160,343,264,444,440,45,1,1,1,2
107301,KhanPorter,24,Australia,133.7751,-25.2744,25,71,203,59,1471,161,342,276,507,441,70,0,1,1,2
69153,AdamDavidson,27,Canada East (Ottawa),-75.6972,45.4215,23,70,185,50,1364,161,335,260,525,465,48,0,1,0,0
253026,GlennWaters,5,Central East (Kentucky),-84.27,37.8393,47,70,176,69,1263,162,225,165,445,325,55,0,1,1,2
14423,GregSmiley,19,Southern California,-116.4194,34.9592,47,67,165,65,1232,162,265,195,380,345,55,1,1,1,2
9054,SamDancer,32,Southern California (San Diego),-117.1611,32.7157,27,71,215,68,1380,162,365,315,655,535,55,1,0,1,2
119243,JeffEvans,35,South East (Georgia),-82.9001,32.1656,26,72,207,70,1257,162,405,315,550,540,47,1,1,1,2
29650,ZackBayag,6,South East (Miami),-80.1918,25.7617,44,69,174,62,1320,163,215,175,335,335,65,0,1,0,0
112276,SpencerWhiteley,15,United Kingdom,-3.436,55.3781,36,68,171,60,1294,163,290,249,462,407,50,0,1,1,2
95929,AlecSmith,25,Mid Atlantic (Virginia),-78.6569,37.4316,22,70,176,60,1390,163,340,275,475,440,45,0,1,1,2
98474,KevinSimons,37,North West (Oregon),-120.5542,43.8041,27,67,193,70,1390,163,361,302,575,515,55,1,1,1,2
384156,JasonGrubb,1,South West (Utah),-111.0937,39.321,39,69,185,63,1180,164,295,225,485,395,85,0,1,1,2
6916,ChrisExarhos,9,North West (Washington),-120.7401,47.7511,43,70,182,72,1245,164,280,220,445,385,64,1,1,1,2
35272,RonMathews,1,Southern California (Los Angeles),-118.2437,34.0522,45,75,237,62,1192,165,295,245,585,485,63,0,1,0,0
44471,JayBradley,4,South East (Georgia),-82.9001,32.1656,48,65,153,80,1280,165,235,190,405,325,63,1,1,0,0
234584,AdamIzzo,16,North East (Massachusetts),-71.3824,42.4072,37,69,175,69,1278,165,310,240,455,455,48,0,0,1,2
237322,ArtHamilton,16,Mid Atlantic (Virginia),-78.6569,37.4316,37,69,195,82,1213,165,275,215,500,460,34,0,0,1,2
320002,MarlonAzurdia,54,Canada West (British Columbia),-125.9066,49.153,29,69,194,61,1400,165,320,270,545,445,45,0,0,1,2
227053,AtesBoran,60,Turkey,35.2433,38.9637,28,68,169,65,1500,166,309,254,474,419,40,0,0,1,2
191059,RobertDavis,1,South West (Colorado),-105.7821,39.5501,37,72,207,70,1170,167,265,185,550,405,73,0,1,1,2
11574,RobLaBar,10,South East (Florida),-81.5158,27.6648,44,69,183,69,1220,167,290,225,400,375,60,1,1,1,2
17140,BrianKunitzer,13,South West (Arizona),-111.0937,34.0489,35,69,188,57,1218,167,305,255,475,425,58,0,1,1,2
36133,StaceyAdams,16,South East (Georgia),-82.9001,32.1656,39,69,169,68,1222,168,285,226,455,345,55,0,0,0,0
101329,ScottTasaka,5,Canada West (British Columbia),-125.9066,49.153,44,68,167,58,1180,169,235,200,435,335,60,0,1,0,0
25180,DavidJones,7,Mid Atlantic (Virginia),-78.6569,37.4316,42,69,189,68,1266,169,285,235,503,425,60,0,1,1,2
7013,JeffErnsberger,10,Mid Atlantic (Virginia),-78.6569,37.4316,48,74,199,59,1223,170,250,165,450,350,60,0,1,1,2
230887,CraigEisman,2,North Central (Iowa),-93.0977,41.878,50,68,174,63,1240,152,250,202,535,440,74,1,0,1,2
34982,BubbaHagood,8,North East (Massachusetts),-71.3824,42.4072,49,68,165,80,1186,171,237,175,425,325,59,0,1,1,2
9311,TiagoLopes,17,Brazil,-51.9253,-14.235,37,67,168,68,1290,171,265,205,415,355,50,0,1,1,2
4320,BryanMiller,31,Northern California (Palo Alto),-122.143,37.4419,24,73,215,63,1470,171,335,275,500,430,52,0,1,1,2
2823,SaschaTank,14,Australia,133.7751,-25.2744,39,68,165,70,1195,172,247,198,485,375,55,0,0,0,0
274319,JaredEnderton,35,South West (Colorado),-105.7821,39.5501,26,66,209,62,1425,172,429,345,550,500,45,0,1,1,2
27629,EricCarmody,38,Southern California,-116.4194,34.9592,27,71,200,60,1389,172,340,270,515,500,50,0,1,0,0
131496,ErikToth,58,Slovakia,19.699,48.669,25,70,189,61,1483,172,315,245,450,450,40,1,1,1,2
155696,JamesFitzGerald,4,South West (Arizona),-111.0937,34.0489,47,69,176,58,1260,173,275,215,485,385,69,0,0,0,0
624764,SeanMarsh,6,Northern California (Eureka),-124.1637,40.8021,47,70,208,65,1200,173,275,205,405,385,60,0,1,1,2
241343,BrigEdwards,2,South East (Florida),-81.5158,27.6648,53,72,198,71,1200,160,235,175,400,340,80,0,0,1,2
244386,BradBecker,17,North Central (Wisconsin),-88.7879,43.7844,37,67,175,66,1150,174,285,215,430,395,60,0,0,0,0
18395,SimonPaquette,26,Canada East (Quebec),-69.536,47.836,26,71,205,60,1415,174,325,255,470,420,52,1,0,1,2
37631,JosephGuesnier,36,South Central (Texas),-99.9018,31.9686,24,72,205,58,1302,174,345,300,545,470,40,1,1,1,2
28812,CliffMusgrave,1,Central East (Ohio),-2.9071,40.4173,46,67,175,68,1136,175,235,190,467,365,90,0,1,0,0
280100,ChristianBiagi,4,North West (Oregon),-120.5542,43.8041,47,70,193,61,1317,175,278,205,425,405,72,1,0,0,0
13233,JohnKim,8,South East (South Carolina),-81.1637,33.8361,47,68,167,79,1292,175,245,190,425,360,61,0,1,1,2
10211,DanWells,14,Southern California,-116.4194,34.9592,41,69,165,56,1257,175,265,232,405,365,53,0,1,0,0
105875,JordanCook,36,South Central (Texas),-99.9018,31.9686,23,69,195,60,1300,175,330,270,500,440,43,1,1,1,2
4777,WesPiatt,35,Northern California,-122.143,37.4419,29,71,195,59,1300,176,340,280,545,425,40,0,1,1,2
112662,MattBeals,2,Northern California (San Jose),-120.8958,38.8375,48,73,197,65,1200,177,250,200,450,350,70,1,1,1,2
395665,VadimDarchinov,9,Russia,105.3188,61.524,48,66,170,75,1400,177,265,216,441,441,62,1,1,1,2
136283,JoeyLochner,3,North West (Oregon),-120.5542,43.8041,51,72,190,68,1200,178,245,190,465,365,77,1,1,0,0
284317,WesleyRethwill,37,North West (Oregon),-120.5542,43.8041,24,72,197,65,1350,178,335,260,528,482,48,1,1,1,2
571464,ChristopherStamper,6,South East (Alabama),-86.9023,32.3182,47,69,186,70,1290,179,280,235,465,385,59,0,0,0,0
31716,VicMcQuaide,3,Southern California (Lakeside),-116.9222,32.8573,46,71,185,62,1205,180,235,195,450,375,74,0,0,0,0
616705,ChadKarlewicz,6,North West (Washington),-120.7401,47.7511,49,69,180,60,1283,180,245,185,400,375,59,1,1,0,0
19687,KenGall,16,South East (Georgia),-82.9001,32.1656,42,72,195,59,1140,180,275,185,460,363,50,0,1,0,0
39847,RickyGarard,39,Australia,133.7751,-25.2744,20,70,179,51,1452,180,352,286,517,429,45,1,1,1,2
574337,ScottDeTore,5,North East (New York),-74.2179,43.2994,49,66,170,79,1245,181,245,190,435,390,62,0,1,0,0
156448,JeremyHilsen,18,South East (Florida),-81.5158,27.6648,36,70,190,60,1290,181,315,245,535,460,49,0,0,1,2
29945,SeanMalloy,19,North Central (Oklahoma),-97.0929,35.0078,39,74,205,61,1255,181,295,225,555,385,60,0,1,1,2
554203,AntHaynes,27,China,104.1954,35.8617,25,70,196,54,1450,181,287,209,485,375,50,1,1,1,2
236870,EddieSimpson,16,Central East (Kentucky),-84.27,37.8393,41,72,205,52,1260,182,285,235,475,415,48,0,0,0,0
445103,SamStewart,37,Ireland,-7.6921,53.1424,23,67,174,60,1400,182,352,286,550,451,45,1,0,1,2
65142,AlvaroLopez,83,Panama,-80.7821,8.538,29,68,180,66,1590,182,290,235,450,365,40,0,0,0,0
555879,MarkZiolkowski,10,North East (New Jersey),-74.4057,40.0583,47,72,225,63,1211,183,300,210,500,410,67,1,1,1,2
44202,BrianYoak,18,Central East (Ohio),-2.9071,40.4173,40,68,179,63,1215,183,290,210,505,405,55,0,0,1,2
73417,JeffPatzer,34,Northern California,-122.143,37.4419,26,66,169,65,1264,183,245,175,375,375,55,0,0,0,0
81430,BradPosnanski,18,North East (New York),-74.2179,43.2994,43,69,195,68,1210,184,255,220,445,405,59,1,1,1,2
26764,JoeScali,38,Canada West (British Columbia),-125.9066,49.153,28,72,190,60,1480,184,330,260,505,450,50,1,1,1,2
426046,ArminasBalevicius,43,Lithuania,23.8813,55.1694,22,69,170,56,1450,184,335,256,496,421,49,0,0,1,2
36307,WilliamWalker,10,Central East (Kentucky),-84.27,37.8393,46,69,172,57,1200,185,240,180,405,335,65,0,1,1,2
279360,OrlandoTrejo,43,Peru,-75.0152,-9.19,26,64,159,62,1400,185,335,265,463,441,55,0,0,1,2
619738,AlbertPolice,8,Northern California (San Jose),-120.8958,38.8375,47,64,166,73,1165,186,235,220,445,355,65,1,0,1,2
96157,CoryDague,15,South East (Georgia),-82.9001,32.1656,42,69,184,61,1283,187,270,195,465,420,45,0,1,1,2
9569,ChrisWeir,17,Central East (Michigan),-85.6024,44.3148,43,70,178,60,1260,187,265,215,425,385,60,1,1,0,0
23382,DavidCasalena,11,North Central (Illinois),-89.3985,40.6331,47,69,209,63,1227,188,270,220,495,375,68,1,0,1,2
14806,FrankWray,3,Central East (New Port),-84.4958,39.0914,51,69,175,64,1231,192,215,170,465,324,70,1,0,1,2
284693,JeffGoebel,4,Central East (Tennessee),-86.5804,35.5175,50,69,167,60,1210,211,245,185,420,390,60,0,1,1,2
368941,PaulTeehan,10,North East (Massachusetts),-71.3824,42.4072,41,72,190,68,1218,189,245,185,465,415,67,0,1,0,0
487115,JodyHendrix,4,North Central (Wisconsin),-88.7879,43.7844,51,70,182,75,1320,265,265,210,405,325,61,0,0,0,0
5962,JeffreyLaMonica,14,Southern California,-116.4194,34.9592,45,71,190,60,1394,190,195,147,330,270,51,1,1,0,0
9432,JarrodBowe,15,Australia,133.7751,-25.2744,41,74,216,68,1266,190,287,245,441,364,50,0,1,1,2
8718,BrianBeck,17,Australia,133.7751,-25.2744,43,75,187,62,1291,191,265,209,441,353,55,0,1,1,2
6119,RyanSwobody,44,North West (Oregon),-120.5542,43.8041,30,70,182,56,1392,191,305,251,535,455,52,0,1,1,2
99139,CurtisDunn,5,North Central (Wisconsin),-88.7879,43.7844,51,68,174,58,1285,174,245,205,445,400,60,0,1,0,0
296650,DennisCheatham,20,Central East (Ohio),-2.9071,40.4173,47,70,195,86,1300,192,265,195,500,415,65,0,1,1,2
